date,price
2023-08-10,156.93
2023-08-11,157.31
2023-08-14,157.8
2023-08-15,156.83
2023-08-16,156.74
2023-08-17,157.67
2023-08-18,152.88
2023-08-21,149.23
2023-08-22,151.28
2023-08-23,151.81
2023-08-24,151.37
2023-08-25,151.48
2023-08-28,152.49
2023-08-29,151.07
2023-08-30,149.01
2023-08-31,149.59
2023-09-01,147.02
2023-09-04,148.16
2023-09-05,143.68
2023-09-06,146.4
2023-09-07,147.7
2023-09-08,148.44
2023-09-11,151.13
2023-09-12,155.72
2023-09-13,158.62
2023-09-14,153.43
2023-09-15,149.96
2023-09-18,148.33
2023-09-19,148.46
2023-09-20,149.9
2023-09-21,148.0
2023-09-22,148.56
2023-09-25,146.6
2023-09-26,145.05
2023-09-27,141.43
2023-09-28,139.14
2023-09-29,135.81
2023-10-02,133.48
2023-10-03,136.06
2023-10-04,133.79
2023-10-05,140.18
2023-10-06,141.48
2023-10-09,142.01
2023-10-10,139.87
2023-10-11,141.69
2023-10-12,140.28
2023-10-13,140.65
2023-10-16,147.18
2023-10-17,146.99
2023-10-18,150.09
2023-10-19,148.25
2023-10-20,148.21
2023-10-23,153.0
2023-10-24,151.33
2023-10-25,156.33
2023-10-26,158.38
2023-10-27,156.84
2023-10-30,158.69
2023-10-31,161.53
2023-11-01,163.41
2023-11-02,158.85
2023-11-03,156.84
2023-11-06,156.2
2023-11-07,156.05
2023-11-08,157.86
2023-11-09,158.43
2023-11-10,154.68
2023-11-13,155.8
2023-11-14,157.58
2023-11-15,159.23
2023-11-16,162.39
2023-11-17,164.89
2023-11-20,166.32
2023-11-21,166.18
2023-11-22,161.28
2023-11-23,162.59
2023-11-24,163.26
2023-11-27,164.12
2023-11-28,160.42
2023-11-29,157.36
2023-11-30,160.41
2023-12-01,160.36
2023-12-04,162.39
2023-12-05,162.54
2023-12-06,162.69
2023-12-07,165.5
2023-12-08,164.03
2023-12-11,164.38
2023-12-12,163.08
2023-12-13,161.87
2023-12-14,161.03
2023-12-15,161.74
2023-12-18,160.41
2023-12-19,164.1
2023-12-20,161.52
2023-12-21,161.04
2023-12-22,159.83
2023-12-25,164.06
2023-12-26,164.71
2023-12-27,167.83
2023-12-28,163.41
2023-12-29,164.26
2024-01-01,166.96
2024-01-02,167.27
2024-01-03,170.55
2024-01-04,169.03
2024-01-05,173.38
2024-01-08,180.63
2024-01-09,179.52
2024-01-10,178.15
2024-01-11,182.88
2024-01-12,188.16
2024-01-15,186.46
2024-01-16,185.13
2024-01-17,184.26
2024-01-18,179.87
2024-01-19,176.97
2024-01-22,173.84
2024-01-23,171.51
2024-01-24,171.47
2024-01-25,172.26
2024-01-26,177.14
2024-01-29,174.03
2024-01-30,177.18
2024-01-31,176.57
2024-02-01,176.48
2024-02-02,178.7
2024-02-05,175.16
2024-02-06,176.43
2024-02-07,177.03
2024-02-08,178.67
2024-02-09,179.67
2024-02-12,187.69
2024-02-13,185.61
2024-02-14,183.91
2024-02-15,181.92
2024-02-16,180.17
2024-02-19,178.18
2024-02-20,182.06
2024-02-21,186.79
2024-02-22,184.95
2024-02-23,182.25
2024-02-26,183.87
2024-02-27,182.11
2024-02-28,184.26
2024-02-29,185.01
2024-03-01,180.03
2024-03-04,185.12
2024-03-05,191.18
2024-03-06,189.15
2024-03-07,187.9
2024-03-08,188.95
2024-03-11,190.16
2024-03-12,192.49
2024-03-13,199.53
2024-03-14,198.97
2024-03-15,196.2
2024-03-18,191.4
2024-03-19,188.96
2024-03-20,188.92
2024-03-21,195.1
2024-03-22,193.36
2024-03-25,194.22
2024-03-26,194.24
2024-03-27,198.47
2024-03-28,207.58
2024-03-29,205.68
2024-04-01,203.95
2024-04-02,207.86
2024-04-03,210.5
2024-04-04,217.58
2024-04-05,219.95
2024-04-08,218.62
2024-04-09,221.03
2024-04-10,225.53
2024-04-11,228.95
2024-04-12,231.13
2024-04-15,235.66
2024-04-16,240.72
2024-04-17,246.8
2024-04-18,249.78
2024-04-19,249.13
2024-04-22,249.89
2024-04-23,255.42
2024-04-24,251.76
2024-04-25,253.53
2024-04-26,251.84
2024-04-29,252.07
2024-04-30,257.97
2024-05-01,258.96
2024-05-02,259.28
2024-05-03,253.04
2024-05-06,256.54
2024-05-07,259.62
2024-05-08,269.84
2024-05-09,268.45
2024-05-10,269.62
2024-05-13,270.93
2024-05-14,278.74
2024-05-15,278.37
2024-05-16,279.88
2024-05-17,283.05
2024-05-20,284.12
2024-05-21,281.95
2024-05-22,283.05
2024-05-23,288.63
2024-05-24,283.41
2024-05-27,284.2
2024-05-28,280.73
2024-05-29,286.89
2024-05-30,279.13
2024-05-31,276.44
2024-06-03,278.43
2024-06-04,286.38
2024-06-05,286.16
2024-06-06,283.41
2024-06-07,293.12
2024-06-10,285.6
2024-06-11,274.41
2024-06-12,276.69
2024-06-13,274.3
2024-06-14,269.37
2024-06-17,272.91
2024-06-18,274.22
2024-06-19,271.55
2024-06-20,265.4
2024-06-21,269.67
2024-06-24,272.94
2024-06-25,272.56
2024-06-26,281.73
2024-06-27,276.41
2024-06-28,268.93
2024-07-01,265.69
2024-07-02,265.58
2024-07-03,266.85
2024-07-04,265.8
2024-07-05,267.59
2024-07-08,261.67
2024-07-09,268.57
2024-07-10,268.28
2024-07-11,273.78
2024-07-12,275.58
2024-07-15,277.96
2024-07-16,280.92
2024-07-17,283.3
2024-07-18,286.69
2024-07-19,293.66
2024-07-22,294.82
2024-07-23,298.7
2024-07-24,298.33
2024-07-25,306.19
2024-07-26,302.58
2024-07-29,312.51
2024-07-30,312.41
2024-07-31,304.49
2024-08-01,305.31
2024-08-02,301.69
2024-08-05,306.38
2024-08-06,302.9
2024-08-07,300.59
2024-08-08,290.49
2024-08-09,288.24
2024-08-12,275.78
2024-08-13,268.03
2024-08-14,271.8
2024-08-15,275.75
2024-08-16,277.98
2024-08-19,273.25
2024-08-20,273.12
2024-08-21,273.22
2024-08-22,267.63
2024-08-23,274.98
2024-08-26,279.43
2024-08-27,278.43
2024-08-28,278.68
2024-08-29,279.83
2024-08-30,269.66
2024-09-02,268.57
2024-09-03,265.38
2024-09-04,260.7
2024-09-05,259.49
2024-09-06,267.99
2024-09-09,271.19
2024-09-10,268.51
2024-09-11,271.38
2024-09-12,278.33
2024-09-13,283.07
2024-09-16,283.49
2024-09-17,280.3
2024-09-18,283.93
2024-09-19,286.06
2024-09-20,290.78
2024-09-23,294.22
2024-09-24,299.9
2024-09-25,297.13
2024-09-26,304.29
2024-09-27,305.5
2024-09-30,317.03
2024-10-01,313.23
2024-10-02,323.14
2024-10-03,324.42
2024-10-04,320.74
2024-10-07,318.08
2024-10-08,316.37
2024-10-09,318.91
2024-10-10,322.04
2024-10-11,318.85
2024-10-14,318.83
2024-10-15,331.26
2024-10-16,341.69
2024-10-17,344.51
2024-10-18,344.88
2024-10-21,345.77
2024-10-22,349.72
2024-10-23,343.42
2024-10-24,341.97
2024-10-25,331.84
2024-10-28,334.35
2024-10-29,338.38
2024-10-30,335.57
2024-10-31,345.22
2024-11-01,337.74
2024-11-04,328.97
2024-11-05,330.43
2024-11-06,336.79
2024-11-07,347.13
2024-11-08,344.41
2024-11-11,351.23
2024-11-12,351.13
2024-11-13,350.18
2024-11-14,355.89
2024-11-15,360.21
2024-11-18,350.13
2024-11-19,359.58
2024-11-20,368.65
2024-11-21,364.65
2024-11-22,367.39
2024-11-25,370.81
2024-11-26,372.7
2024-11-27,369.15
2024-11-28,364.84
2024-11-29,364.82
2024-12-02,372.66
2024-12-03,376.46
2024-12-04,374.1
2024-12-05,379.44
2024-12-06,360.14
2024-12-09,367.73
2024-12-10,356.36
2024-12-11,354.18
2024-12-12,347.18
2024-12-13,339.23
2024-12-16,346.46
2024-12-17,343.68
2024-12-18,345.96
2024-12-19,345.8
2024-12-20,348.91
2024-12-23,349.53
2024-12-24,341.6
2024-12-25,347.86
2024-12-26,344.91
2024-12-27,335.39
2024-12-30,332.94
2024-12-31,342.06
2025-01-01,347.43
2025-01-02,345.39
2025-01-03,343.36
2025-01-06,341.51
2025-01-07,354.41
2025-01-08,356.99
2025-01-09,359.9
2025-01-10,366.72
2025-01-13,368.44
2025-01-14,366.87
2025-01-15,365.72
2025-01-16,365.39
2025-01-17,365.29
2025-01-20,370.22
2025-01-21,370.72
2025-01-22,375.76
2025-01-23,375.36
2025-01-24,376.04
2025-01-27,362.67
2025-01-28,368.79
2025-01-29,371.24
2025-01-30,378.06
2025-01-31,358.5
2025-02-03,372.12
2025-02-04,371.33
2025-02-05,378.89
2025-02-06,371.95
2025-02-07,376.2
2025-02-10,369.22
2025-02-11,365.22
2025-02-12,377.95
2025-02-13,376.8
2025-02-14,378.43
2025-02-17,384.51
2025-02-18,388.09
2025-02-19,389.3
2025-02-20,392.01
2025-02-21,409.13
2025-02-24,408.86
2025-02-25,410.51
2025-02-26,418.44
2025-02-27,426.93
2025-02-28,436.22
2025-03-03,441.41
2025-03-04,432.51
2025-03-05,445.4
2025-03-06,436.38
2025-03-07,438.94
2025-03-10,433.15
2025-03-11,432.83
2025-03-12,435.56
2025-03-13,438.25
2025-03-14,441.76
2025-03-17,454.77
2025-03-18,458.66
2025-03-19,456.83
2025-03-20,464.94
2025-03-21,475.08
2025-03-24,464.77
2025-03-25,469.96
2025-03-26,476.07
2025-03-27,473.71
2025-03-28,485.63
2025-03-31,484.52
2025-04-01,485.81
2025-04-02,484.49
2025-04-03,484.82
2025-04-04,475.44
2025-04-07,463.31
2025-04-08,476.79
2025-04-09,469.71
2025-04-10,461.52
2025-04-11,443.82
2025-04-14,438.89
2025-04-15,428.61
2025-04-16,441.45
2025-04-17,449.65
2025-04-18,444.26
2025-04-21,462.45
2025-04-22,470.81
2025-04-23,468.25
2025-04-24,447.37
2025-04-25,465.99
2025-04-28,454.52
2025-04-29,441.24
2025-04-30,449.54
2025-05-01,469.46
2025-05-02,481.35
2025-05-05,486.43
2025-05-06,491.83
2025-05-07,499.58
2025-05-08,506.61
2025-05-09,509.37
2025-05-12,510.53
2025-05-13,510.16
2025-05-14,503.44
2025-05-15,501.1
2025-05-16,486.03
2025-05-19,485.36
2025-05-20,476.92
2025-05-21,467.64
2025-05-22,469.34
2025-05-23,481.29
2025-05-26,489.44
2025-05-27,475.8
2025-05-28,467.51
2025-05-29,475.61
2025-05-30,467.39
2025-06-02,465.69
2025-06-03,470.49
2025-06-04,462.48
2025-06-05,463.54
2025-06-06,452.59
2025-06-09,447.87
2025-06-10,450.63
2025-06-11,437.89
2025-06-12,441.54
2025-06-13,441.56
2025-06-16,446.13
2025-06-17,448.1
2025-06-18,459.28
2025-06-19,460.5
2025-06-20,457.13
2025-06-23,458.32
2025-06-24,462.98
2025-06-25,463.57
2025-06-26,464.1
2025-06-27,458.42
2025-06-30,453.13
2025-07-01,441.87
2025-07-02,455.97
2025-07-03,445.94
2025-07-04,440.56
2025-07-07,435.04
2025-07-08,442.22
2025-07-09,440.05
2025-07-10,450.11
2025-07-11,444.83
2025-07-14,447.24
2025-07-15,440.7
2025-07-16,457.89
2025-07-17,448.28
2025-07-18,450.96
2025-07-21,456.29
2025-07-22,459.87
2025-07-23,458.52
2025-07-24,457.63
2025-07-25,458.18
2025-07-28,457.15
2025-07-29,465.26
2025-07-30,483.96
2025-07-31,479.3
2025-08-01,467.67
2025-08-04,467.11
2025-08-05,488.99
2025-08-06,482.11
2025-08-07,496.53
2025-08-08,511.72
2025-08-11,506.83
2025-08-12,512.22
2025-08-13,527.44
2025-08-14,524.05
2025-08-15,522.34
2025-08-18,517.08
2025-08-19,507.84
2025-08-20,502.11
2025-08-21,491.25
2025-08-22,491.75
2025-08-25,485.13
2025-08-26,487.37
2025-08-27,473.91
2025-08-28,476.92
2025-08-29,484.27
2025-09-01,467.08
2025-09-02,470.42
2025-09-03,481.0
2025-09-04,470.72
2025-09-05,485.08
2025-09-08,488.93
2025-09-09,482.92
2025-09-10,482.63
2025-09-11,487.67
2025-09-12,488.54
2025-09-15,493.47
2025-09-16,485.49
2025-09-17,487.16
2025-09-18,474.96
2025-09-19,474.2
2025-09-22,466.67
2025-09-23,460.68
2025-09-24,471.12
2025-09-25,480.56
2025-09-26,486.02
